flight_id,flight_no,airline,date,time,port,status,status_code,flight_type,last_updated
LD 681_2026-09-16,LD 681,AHK,2026-09-16,00:20,TPE,,,arrival,2026-09-14T14:35:05+08:00
LD 129_2026-09-16,LD 129,AHK,2026-09-16,00:25,ICN,,,arrival,2026-09-14T14:35:05+08:00
3S 748_2026-09-16,3S 748,BOX,2026-09-16,00:30,"LEJ,HAN",,,arrival,2026-09-14T14:35:05+08:00
LD 205_2026-09-16,LD 205,AHK,2026-09-16,00:40,KIX,,,arrival,2026-09-14T14:35:05+08:00
HJ 021_2026-09-16,HJ 021,TMN,2026-09-16,00:40,SYD,,,arrival,2026-09-14T14:35:05+08:00
LD 456_2026-09-16,LD 456,AHK,2026-09-16,00:45,"CEB,MNL",,,arrival,2026-09-14T14:35:05+08:00
TH 3092_2026-09-16,TH 3092,RMY,2026-09-16,00:45,PEN,,,arrival,2026-09-14T14:35:05+08:00
LD 217_2026-09-16,LD 217,AHK,2026-09-16,00:50,NGO,,,arrival,2026-09-14T14:35:05+08:00
NH 8511_2026-09-16,NH 8511,ANA,2026-09-16,00:55,NRT,,,arrival,2026-09-14T14:35:05+08:00
LD 209_2026-09-16,LD 209,AHK,2026-09-16,01:00,NRT,,,arrival,2026-09-14T14:35:05+08:00
LD 769_2026-09-16,LD 769,AHK,2026-09-16,01:00,PEK,,,arrival,2026-09-14T14:35:05+08:00
CI 5825_2026-09-16,CI 5825,CAL,2026-09-16,01:00,TPE,,,arrival,2026-09-14T14:35:05+08:00
KE 313_2026-09-16,KE 313,KAL,2026-09-16,01:10,ICN,,,arrival,2026-09-14T14:35:05+08:00
LD 783_2026-09-16,LD 783,AHK,2026-09-16,01:15,PVG,,,arrival,2026-09-14T14:35:05+08:00
CX 035_2026-09-16,CX 035,CPA,2026-09-16,01:15,"KIX,ICN",,,arrival,2026-09-14T14:35:05+08:00
LD 562_2026-09-16,LD 562,AHK,2026-09-16,01:20,SGN,,,arrival,2026-09-14T14:35:05+08:00
8K 525_2026-09-16,8K 525,KMI,2026-09-16,01:20,"BKK,HAN",,,arrival,2026-09-14T14:35:05+08:00
BR 6537_2026-09-16,BR 6537,EVA,2026-09-16,01:20,TPE,,,arrival,2026-09-14T14:35:05+08:00
LD 326_2026-09-16,LD 326,AHK,2026-09-16,01:25,SIN,,,arrival,2026-09-14T14:35:05+08:00
LD 842_2026-09-16,LD 842,AHK,2026-09-16,01:30,BKK,,,arrival,2026-09-14T14:35:05+08:00
TH 3507_2026-09-16,TH 3507,RMY,2026-09-16,01:30,KUL,,,arrival,2026-09-14T14:35:05+08:00
KJ 973_2026-09-16,KJ 973,AIH,2026-09-16,01:35,ICN,Est at 01:30,,arrival,2026-09-14T14:35:05+08:00
CX 048_2026-09-16,CX 048,CPA,2026-09-16,01:45,"DAC,HAN",,,arrival,2026-09-14T14:35:05+08:00
3Y 6012_2026-09-16,3Y 6012,MYU,2026-09-16,02:00,CGK,,,arrival,2026-09-14T14:35:05+08:00
CX 2046_2026-09-16,CX 2046,CPA,2026-09-16,02:05,DEL,,,arrival,2026-09-14T14:35:05+08:00
TK 6350_2026-09-16,TK 6350,THY,2026-09-16,02:20,"IST,RUH",,,arrival,2026-09-14T14:35:05+08:00
LD 721_2026-09-16,LD 721,AHK,2026-09-16,02:40,CTU,,,arrival,2026-09-14T14:35:05+08:00
EK 9408_2026-09-16,EK 9408,UAE,2026-09-16,03:00,ALA,,,arrival,2026-09-14T14:35:05+08:00
3S 720_2026-09-16,3S 720,BOX,2026-09-16,03:10,"LEJ,DEL",,,arrival,2026-09-14T14:35:05+08:00
CX 028_2026-09-16,CX 028,CPA,2026-09-16,03:25,"SYD,MEL,BNE",,,arrival,2026-09-14T14:35:05+08:00
ET 3032_2026-09-16,ET 3032,ETH,2026-09-16,03:25,"ADD,MCT",Est at 00:05,,arrival,2026-09-14T14:35:05+08:00
3S 542_2026-09-16,3S 542,BOX,2026-09-16,03:30,"LEJ,BKK",,,arrival,2026-09-14T14:35:05+08:00
3S 712_2026-09-16,3S 712,BOX,2026-09-16,03:40,"LEJ,DXB",,,arrival,2026-09-14T14:35:05+08:00
QR 8380_2026-09-16,QR 8380,QTR,2026-09-16,03:45,"DOH,MEL",,,arrival,2026-09-14T14:35:05+08:00
FX 5023_2026-09-16,FX 5023,FDX,2026-09-16,03:50,KIX,,,arrival,2026-09-14T14:35:05+08:00
CX 3261_2026-09-16,CX 3261,CPA,2026-09-16,03:50,CKG,,,arrival,2026-09-14T14:35:05+08:00
ES 835_2026-09-16,ES 835,DHX,2026-09-16,03:55,MCT,,,arrival,2026-09-14T14:35:05+08:00
5X 004_2026-09-16,5X 004,UPS,2026-09-16,04:00,"PHL,CGN,CDG",,,arrival,2026-09-14T14:35:05+08:00
CT 117_2026-09-16,CT 117,AAE,2026-09-16,04:30,BUD,,,arrival,2026-09-14T14:35:05+08:00
ET 3784_2026-09-16,ET 3784,ETH,2026-09-16,04:40,MAD,Cancelled,,arrival,2026-09-14T14:35:05+08:00
K4 252_2026-09-16,K4 252,CKS,2026-09-16,04:50,"CVG,ICN",,,arrival,2026-09-14T14:35:05+08:00
QR 8434_2026-09-16,QR 8434,QTR,2026-09-16,04:55,DOH,,,arrival,2026-09-14T14:35:05+08:00
3V 534_2026-09-16,3V 534,TAY,2026-09-16,05:25,"BRU,DWC",,,arrival,2026-09-14T14:35:05+08:00
SR 814_2026-09-16,SR 814,XKY,2026-09-16,05:30,MNL,,,arrival,2026-09-14T14:35:05+08:00
3S 728_2026-09-16,3S 728,BOX,2026-09-16,06:30,"LEJ,RUH",,,arrival,2026-09-14T14:35:05+08:00
EK 9860_2026-09-16,EK 9860,UAE,2026-09-16,06:40,DWC,Est at 06:50,,arrival,2026-09-14T14:35:05+08:00
CV 9932_2026-09-16,CV 9932,CLX,2026-09-16,07:00,LUX,,,arrival,2026-09-14T14:35:05+08:00
RH 6652_2026-09-16,RH 6652,HKC,2026-09-16,07:00,"DAC,HAN",,,arrival,2026-09-14T14:35:05+08:00
QY 692_2026-09-16,QY 692,BCS,2026-09-16,07:00,"LEJ,BLR",,,arrival,2026-09-14T14:35:05+08:00
RH 4569_2026-09-16,RH 4569,HKC,2026-09-16,07:15,TPE,,,arrival,2026-09-14T14:35:05+08:00
KJ 952_2026-09-16,KJ 952,AIH,2026-09-16,07:20,"ICN,HAN",,,arrival,2026-09-14T14:35:05+08:00
QR 8402_2026-09-16,QR 8402,QTR,2026-09-16,07:35,DOH,,,arrival,2026-09-14T14:35:05+08:00
CX 3253_2026-09-16,CX 3253,CPA,2026-09-16,08:05,PVG,,,arrival,2026-09-14T14:35:05+08:00
EK 9024_2026-09-16,EK 9024,UAE,2026-09-16,08:05,DWC,,,arrival,2026-09-14T14:35:05+08:00
5X 067_2026-09-16,5X 067,UPS,2026-09-16,08:15,"SDF,ANC,SGN",,,arrival,2026-09-14T14:35:05+08:00
RH 830_2026-09-16,RH 830,HKC,2026-09-16,08:35,PVG,,,arrival,2026-09-14T14:35:05+08:00
CX 3239_2026-09-16,CX 3239,CPA,2026-09-16,08:35,PVG,,,arrival,2026-09-14T14:35:05+08:00
O3 267_2026-09-16,O3 267,CSS,2026-09-16,08:45,NGB,,,arrival,2026-09-14T14:35:05+08:00
CX 3069_2026-09-16,CX 3069,CPA,2026-09-16,09:15,"ORD,ANC",,,arrival,2026-09-14T14:35:05+08:00
CX 3144_2026-09-16,CX 3144,CPA,2026-09-16,09:25,MAA,,,arrival,2026-09-14T14:35:05+08:00
3V 401_2026-09-16,3V 401,TAY,2026-09-16,09:25,"LGG,DWC",,,arrival,2026-09-14T14:35:05+08:00
5Y 8131_2026-09-16,5Y 8131,GTI,2026-09-16,09:40,ICN,,,arrival,2026-09-14T14:35:05+08:00
CV 4802_2026-09-16,CV 4802,CLX,2026-09-16,10:50,LUX,,,arrival,2026-09-14T14:35:05+08:00
TK 6236_2026-09-16,TK 6236,THY,2026-09-16,11:15,"IST,JED",,,arrival,2026-09-14T14:35:05+08:00
RH 9490_2026-09-16,RH 9490,HKC,2026-09-16,11:25,"IST,ALA",,,arrival,2026-09-14T14:35:05+08:00
EK 9780_2026-09-16,EK 9780,UAE,2026-09-16,11:35,DWC,,,arrival,2026-09-14T14:35:05+08:00
KJ 969_2026-09-16,KJ 969,AIH,2026-09-16,12:00,ICN,,,arrival,2026-09-14T14:35:05+08:00
K4 270_2026-09-16,K4 270,CKS,2026-09-16,12:05,"CVG,NRT",,,arrival,2026-09-14T14:35:05+08:00
K4 556_2026-09-16,K4 556,CKS,2026-09-16,12:15,"ORD,NRT",,,arrival,2026-09-14T14:35:05+08:00
5X 167_2026-09-16,5X 167,UPS,2026-09-16,12:40,"SDF,SIN",,,arrival,2026-09-14T14:35:05+08:00
QR 8464_2026-09-16,QR 8464,QTR,2026-09-16,12:50,DOH,,,arrival,2026-09-14T14:35:05+08:00
5X 062_2026-09-16,5X 062,UPS,2026-09-16,12:55,"SDF,ANC",,,arrival,2026-09-14T14:35:05+08:00
KZ 209_2026-09-16,KZ 209,NCA,2026-09-16,13:35,NRT,,,arrival,2026-09-14T14:35:05+08:00
EK 9238_2026-09-16,EK 9238,UAE,2026-09-16,13:35,DWC,,,arrival,2026-09-14T14:35:05+08:00
EY 9725_2026-09-16,EY 9725,ETD,2026-09-16,13:40,AUH,,,arrival,2026-09-14T14:35:05+08:00
WW 861_2026-09-16,WW 861,KXP,2026-09-16,13:45,BKI,,,arrival,2026-09-14T14:35:05+08:00
5X 002_2026-09-16,5X 002,UPS,2026-09-16,14:25,"PHL,CGN",,,arrival,2026-09-14T14:35:05+08:00
LH 8450_2026-09-16,LH 8450,GEC,2026-09-16,14:30,FRA,,,arrival,2026-09-14T14:35:05+08:00
5X 058_2026-09-16,5X 058,UPS,2026-09-16,14:35,"ONT,HNL",,,arrival,2026-09-14T14:35:05+08:00
CV 1632_2026-09-16,CV 1632,CLX,2026-09-16,14:45,LUX,,,arrival,2026-09-14T14:35:05+08:00
ET 3618_2026-09-16,ET 3618,ETH,2026-09-16,14:45,ICN,Cancelled,,arrival,2026-09-14T14:35:05+08:00
7L 922_2026-09-16,7L 922,AZG,2026-09-16,14:50,GYD,,,arrival,2026-09-14T14:35:05+08:00
3S 592_2026-09-16,3S 592,BOX,2026-09-16,15:00,"LEJ,NRT",,,arrival,2026-09-14T14:35:05+08:00
CX 015_2026-09-16,CX 015,CPA,2026-09-16,15:05,"NRT,TPE",,,arrival,2026-09-14T14:35:05+08:00
RH 332_2026-09-16,RH 332,HKC,2026-09-16,15:10,BKK,,,arrival,2026-09-14T14:35:05+08:00
EK 9832_2026-09-16,EK 9832,UAE,2026-09-16,15:10,DWC,,,arrival,2026-09-14T14:35:05+08:00
KE 8313_2026-09-16,KE 8313,KAL,2026-09-16,15:30,ICN,,,arrival,2026-09-14T14:35:05+08:00
SQ 7988_2026-09-16,SQ 7988,SIA,2026-09-16,15:35,SIN,,,arrival,2026-09-14T14:35:05+08:00
7L 624_2026-09-16,7L 624,AZG,2026-09-16,15:55,GYD,,,arrival,2026-09-14T14:35:05+08:00
5X 064_2026-09-16,5X 064,UPS,2026-09-16,16:00,"SDF,ANC,ICN",,,arrival,2026-09-14T14:35:05+08:00
7L 1922_2026-09-16,7L 1922,AZG,2026-09-16,16:05,GYD,,,arrival,2026-09-14T14:35:05+08:00
5Y 825_2026-09-16,5Y 825,GTI,2026-09-16,16:25,"MIA,ANC",,,arrival,2026-09-14T14:35:05+08:00
SQ 7862_2026-09-16,SQ 7862,SIA,2026-09-16,16:30,SIN,,,arrival,2026-09-14T14:35:05+08:00
TH 640_2026-09-16,TH 640,RMY,2026-09-16,16:50,BKI,,,arrival,2026-09-14T14:35:05+08:00
TK 6238_2026-09-16,TK 6238,THY,2026-09-16,16:55,"IST,TBS",,,arrival,2026-09-14T14:35:05+08:00
EK 9010_2026-09-16,EK 9010,UAE,2026-09-16,17:05,DWC,,,arrival,2026-09-14T14:35:05+08:00
FX 5991_2026-09-16,FX 5991,FDX,2026-09-16,17:10,ICN,,,arrival,2026-09-14T14:35:05+08:00
CI 6843_2026-09-16,CI 6843,CAL,2026-09-16,17:20,TPE,,,arrival,2026-09-14T14:35:05+08:00
MH 6102_2026-09-16,MH 6102,MAS,2026-09-16,17:40,"KUL,KCH",,,arrival,2026-09-14T14:35:05+08:00
RH 372_2026-09-16,RH 372,HKC,2026-09-16,17:55,SIN,,,arrival,2026-09-14T14:35:05+08:00
AK 8545_2026-09-16,AK 8545,AXM,2026-09-16,18:15,BKI,,,arrival,2026-09-14T14:35:05+08:00
CX 2074_2026-09-16,CX 2074,CPA,2026-09-16,18:35,SIN,,,arrival,2026-09-14T14:35:05+08:00
5X 050_2026-09-16,5X 050,UPS,2026-09-16,19:10,"SDF,ANC",,,arrival,2026-09-14T14:35:05+08:00
CI 5833_2026-09-16,CI 5833,CAL,2026-09-16,19:20,TPE,,,arrival,2026-09-14T14:35:05+08:00
D0 705_2026-09-16,D0 705,DHK,2026-09-16,19:40,"EMA,BAH",,,arrival,2026-09-14T14:35:05+08:00
QF 7525_2026-09-16,QF 7525,QFA,2026-09-16,19:55,SYD,,,arrival,2026-09-14T14:35:05+08:00
CX 2099_2026-09-16,CX 2099,CPA,2026-09-16,20:05,"LAX,ANC",,,arrival,2026-09-14T14:35:05+08:00
CV 7332_2026-09-16,CV 7332,CLX,2026-09-16,20:20,"LUX,BKK",,,arrival,2026-09-14T14:35:05+08:00
CX 3185_2026-09-16,CX 3185,CPA,2026-09-16,20:45,"ORD,ANC",,,arrival,2026-09-14T14:35:05+08:00
K4 254_2026-09-16,K4 254,CKS,2026-09-16,21:15,"CVG,NGO",,,arrival,2026-09-14T14:35:05+08:00
D0 528_2026-09-16,D0 528,DHK,2026-09-16,21:35,"EMA,MXP",,,arrival,2026-09-14T14:35:05+08:00
MB 6031_2026-09-16,MB 6031,MNB,2026-09-16,22:30,"IST,SHJ",,,arrival,2026-09-14T14:35:05+08:00
CX 3036_2026-09-16,CX 3036,CPA,2026-09-16,22:35,HAN,,,arrival,2026-09-14T14:35:05+08:00
EK 9278_2026-09-16,EK 9278,UAE,2026-09-16,22:45,DXB,,,arrival,2026-09-14T14:35:05+08:00
3G 800_2026-09-16,3G 800,WCM,2026-09-16,22:55,BKI,,,arrival,2026-09-14T14:35:05+08:00
MS 509_2026-09-16,MS 509,MSR,2026-09-16,23:00,CAI,,,arrival,2026-09-14T14:35:05+08:00
3S 502_2026-09-16,3S 502,BOX,2026-09-16,23:15,LEJ,,,arrival,2026-09-14T14:35:05+08:00
RH 708_2026-09-16,RH 708,HKC,2026-09-16,23:20,DRW,,,arrival,2026-09-14T14:35:05+08:00
RH 318_2026-09-16,RH 318,HKC,2026-09-16,23:30,HAN,,,arrival,2026-09-14T14:35:05+08:00
SV 983_2026-09-15,SV 983,SVA,2026-09-15,21:30,RUH,Est at 03:20 (16/09/2026),,departure,2026-09-14T14:20:03+08:00
ET 3785_2026-09-16,ET 3785,ETH,2026-09-16,00:00,"MCT,MAD",Cancelled,,departure,2026-09-14T14:20:03+08:00
ET 3791_2026-09-16,ET 3791,ETH,2026-09-16,00:00,LGG,Cancelled,,departure,2026-09-14T14:20:03+08:00
Y9 2566_2026-09-16,Y9 2566,SGA,2026-09-16,00:15,"DAC,BAH",,,departure,2026-09-14T14:20:03+08:00
RH 4568_2026-09-16,RH 4568,HKC,2026-09-16,00:15,TPE,,,departure,2026-09-14T14:20:03+08:00
RH 829_2026-09-16,RH 829,HKC,2026-09-16,00:15,PVG,,,departure,2026-09-14T14:20:03+08:00
3G 801_2026-09-16,3G 801,WCM,2026-09-16,00:30,KUL,,,departure,2026-09-14T14:20:03+08:00
QR 8441_2026-09-16,QR 8441,QTR,2026-09-16,00:40,DOH,,,departure,2026-09-14T14:20:03+08:00
CX 006_2026-09-16,CX 006,CPA,2026-09-16,00:50,NRT,,,departure,2026-09-14T14:20:03+08:00
KZ 202_2026-09-16,KZ 202,NCA,2026-09-16,01:25,NRT,,,departure,2026-09-14T14:20:03+08:00
CX 096_2026-09-16,CX 096,CPA,2026-09-16,01:30,"ANC,NLU",,,departure,2026-09-14T14:20:03+08:00
QR 8439_2026-09-16,QR 8439,QTR,2026-09-16,02:00,DOH,,,departure,2026-09-14T14:20:03+08:00
NH 8512_2026-09-16,NH 8512,ANA,2026-09-16,02:25,NRT,,,departure,2026-09-14T14:20:03+08:00
KJ 974_2026-09-16,KJ 974,AIH,2026-09-16,02:35,ICN,Est at 02:30,,departure,2026-09-14T14:20:03+08:00
CI 5826_2026-09-16,CI 5826,CAL,2026-09-16,03:00,TPE,,,departure,2026-09-14T14:20:03+08:00
KE 314_2026-09-16,KE 314,KAL,2026-09-16,03:10,ICN,,,departure,2026-09-14T14:20:03+08:00
LD 204_2026-09-16,LD 204,AHK,2026-09-16,03:15,KIX,,,departure,2026-09-14T14:20:03+08:00
LD 128_2026-09-16,LD 128,AHK,2026-09-16,03:20,ICN,,,departure,2026-09-14T14:20:03+08:00
BR 6538_2026-09-16,BR 6538,EVA,2026-09-16,03:20,TPE,,,departure,2026-09-14T14:20:03+08:00
LD 208_2026-09-16,LD 208,AHK,2026-09-16,03:25,NRT,,,departure,2026-09-14T14:20:03+08:00
LD 327_2026-09-16,LD 327,AHK,2026-09-16,03:25,SIN,,,departure,2026-09-14T14:20:03+08:00
LD 768_2026-09-16,LD 768,AHK,2026-09-16,03:25,PEK,,,departure,2026-09-14T14:20:03+08:00
LD 216_2026-09-16,LD 216,AHK,2026-09-16,03:30,NGO,,,departure,2026-09-14T14:20:03+08:00
8K 526_2026-09-16,8K 526,KMI,2026-09-16,03:30,BKK,,,departure,2026-09-14T14:20:03+08:00
LD 457_2026-09-16,LD 457,AHK,2026-09-16,03:35,"MNL,CEB",,,departure,2026-09-14T14:20:03+08:00
LD 782_2026-09-16,LD 782,AHK,2026-09-16,03:40,PVG,,,departure,2026-09-14T14:20:03+08:00
LD 831_2026-09-16,LD 831,AHK,2026-09-16,03:40,BKK,,,departure,2026-09-14T14:20:03+08:00
LD 561_2026-09-16,LD 561,AHK,2026-09-16,03:45,SGN,,,departure,2026-09-14T14:20:03+08:00
TH 3508_2026-09-16,TH 3508,RMY,2026-09-16,03:45,KUL,,,departure,2026-09-14T14:20:03+08:00
3S 748_2026-09-16,3S 748,BOX,2026-09-16,04:00,LAX,,,departure,2026-09-14T14:20:03+08:00
3Y 6011_2026-09-16,3Y 6011,MYU,2026-09-16,04:00,CGK,,,departure,2026-09-14T14:20:03+08:00
HJ 022_2026-09-16,HJ 022,TMN,2026-09-16,04:00,SYD,,,departure,2026-09-14T14:20:03+08:00
LD 720_2026-09-16,LD 720,AHK,2026-09-16,04:05,CTU,,,departure,2026-09-14T14:20:03+08:00
TH 3091_2026-09-16,TH 3091,RMY,2026-09-16,04:15,PEN,,,departure,2026-09-14T14:20:03+08:00
LD 680_2026-09-16,LD 680,AHK,2026-09-16,04:20,TPE,,,departure,2026-09-14T14:20:03+08:00
TK 6351_2026-09-16,TK 6351,THY,2026-09-16,04:20,IST,,,departure,2026-09-14T14:20:03+08:00
CX 2090_2026-09-16,CX 2090,CPA,2026-09-16,04:25,"ANC,LAX,DFW",,,departure,2026-09-14T14:20:03+08:00
K4 280_2026-09-16,K4 280,CKS,2026-09-16,04:30,"ANC,CVG",Est at 04:55,,departure,2026-09-14T14:20:03+08:00
MB 6030_2026-09-16,MB 6030,MNB,2026-09-16,04:50,SHJ,,,departure,2026-09-14T14:20:03+08:00
EK 9831_2026-09-16,EK 9831,UAE,2026-09-16,05:00,DWC,,,departure,2026-09-14T14:20:03+08:00
ET 3769_2026-09-16,ET 3769,ETH,2026-09-16,05:05,"EMA,ADD",Est at 02:05,,departure,2026-09-14T14:20:03+08:00
K4 704_2026-09-16,K4 704,CKS,2026-09-16,05:15,"GYD,TLV",,,departure,2026-09-14T14:20:03+08:00
3S 713_2026-09-16,3S 713,BOX,2026-09-16,05:35,"DXB,LEJ",,,departure,2026-09-14T14:20:03+08:00
3S 735_2026-09-16,3S 735,BOX,2026-09-16,05:40,"BLR,LEJ",,,departure,2026-09-14T14:20:03+08:00
ES 728_2026-09-16,ES 728,DHX,2026-09-16,05:40,BAH,,,departure,2026-09-14T14:20:03+08:00
3S 523_2026-09-16,3S 523,BOX,2026-09-16,05:45,"BAH,LEJ",,,departure,2026-09-14T14:20:03+08:00
QR 8411_2026-09-16,QR 8411,QTR,2026-09-16,05:45,DOH,,,departure,2026-09-14T14:20:03+08:00
FX 5023_2026-09-16,FX 5023,FDX,2026-09-16,06:00,"IST,CDG,LGG,MEM",,,departure,2026-09-14T14:20:03+08:00
K4 253_2026-09-16,K4 253,CKS,2026-09-16,06:40,"YHM,CVG",,,departure,2026-09-14T14:20:03+08:00
D0 591_2026-09-16,D0 591,DHK,2026-09-16,06:40,"DEL,EMA",,,departure,2026-09-14T14:20:03+08:00
K4 243_2026-09-16,K4 243,CKS,2026-09-16,07:00,"ANC,CVG",,,departure,2026-09-14T14:20:03+08:00
RH 331_2026-09-16,RH 331,HKC,2026-09-16,07:00,BKK,,,departure,2026-09-14T14:20:03+08:00
N8 503_2026-09-16,N8 503,NCR,2026-09-16,07:00,"RUH,AUG",,,departure,2026-09-14T14:20:03+08:00
CT 3571_2026-09-16,CT 3571,AAE,2026-09-16,07:00,"HRI,JNB",,,departure,2026-09-14T14:20:03+08:00
HQ 5211_2026-09-16,HQ 5211,ADZ,2026-09-16,07:00,MBA,,,departure,2026-09-14T14:20:03+08:00
CT 131_2026-09-16,CT 131,AAE,2026-09-16,07:05,DWC,,,departure,2026-09-14T14:20:03+08:00
ET 3767_2026-09-16,ET 3767,ETH,2026-09-16,07:10,LGG,Cancelled,,departure,2026-09-14T14:20:03+08:00
K4 591_2026-09-16,K4 591,CKS,2026-09-16,07:15,"ICN,ANC",,,departure,2026-09-14T14:20:03+08:00
QR 8435_2026-09-16,QR 8435,QTR,2026-09-16,07:15,DOH,,,departure,2026-09-14T14:20:03+08:00
3V 533_2026-09-16,3V 533,TAY,2026-09-16,07:30,"DWC,BRU",,,departure,2026-09-14T14:20:03+08:00
CV 515_2026-09-16,CV 515,CLX,2026-09-16,08:00,"GYD,LUX",,,departure,2026-09-14T14:20:03+08:00
RH 371_2026-09-16,RH 371,HKC,2026-09-16,08:05,SIN,,,departure,2026-09-14T14:20:03+08:00
CX 2075_2026-09-16,CX 2075,CPA,2026-09-16,08:15,SIN,,,departure,2026-09-14T14:20:03+08:00
3S 515_2026-09-16,3S 515,BOX,2026-09-16,08:30,LEJ,,,departure,2026-09-14T14:20:03+08:00
EK 9861_2026-09-16,EK 9861,UAE,2026-09-16,08:40,DWC,Est at 08:55,,departure,2026-09-14T14:20:03+08:00
KJ 952_2026-09-16,KJ 952,AIH,2026-09-16,09:20,ICN,,,departure,2026-09-14T14:20:03+08:00
QR 8403_2026-09-16,QR 8403,QTR,2026-09-16,09:35,DOH,,,departure,2026-09-14T14:20:03+08:00
RH 709_2026-09-16,RH 709,HKC,2026-09-16,09:50,DRW,,,departure,2026-09-14T14:20:03+08:00
QY 657_2026-09-16,QY 657,BCS,2026-09-16,09:50,"GYD,LEJ",,,departure,2026-09-14T14:20:03+08:00
O3 268_2026-09-16,O3 268,CSS,2026-09-16,09:55,NGB,,,departure,2026-09-14T14:20:03+08:00
CX 3408_2026-09-16,CX 3408,CPA,2026-09-16,10:05,"ANC,NLU,GDL",,,departure,2026-09-14T14:20:03+08:00
5X 067_2026-09-16,5X 067,UPS,2026-09-16,10:15,"ANC,SDF",,,departure,2026-09-14T14:20:03+08:00
CX 3174_2026-09-16,CX 3174,CPA,2026-09-16,10:25,"ANC,MIA,ATL",,,departure,2026-09-14T14:20:03+08:00
CX 3241_2026-09-16,CX 3241,CPA,2026-09-16,10:45,CGK,,,departure,2026-09-14T14:20:03+08:00
EK 9025_2026-09-16,EK 9025,UAE,2026-09-16,10:55,DWC,,,departure,2026-09-14T14:20:03+08:00
5X 003_2026-09-16,5X 003,UPS,2026-09-16,11:25,"BLR,CGN,PHL",,,departure,2026-09-14T14:20:03+08:00
T8 4728_2026-09-16,T8 4728,TVR,2026-09-16,12:00,DMM,,,departure,2026-09-14T14:20:03+08:00
CX 3745_2026-09-16,CX 3745,CPA,2026-09-16,12:00,BOM,,,departure,2026-09-14T14:20:03+08:00
3V 400_2026-09-16,3V 400,TAY,2026-09-16,12:25,"DWC,LGG",,,departure,2026-09-14T14:20:03+08:00
5Y 8131_2026-09-16,5Y 8131,GTI,2026-09-16,12:40,DEL,,,departure,2026-09-14T14:20:03+08:00
CV 261_2026-09-16,CV 261,CLX,2026-09-16,13:00,"ANC,JFK",,,departure,2026-09-14T14:20:03+08:00
TK 6237_2026-09-16,TK 6237,THY,2026-09-16,13:15,IST,,,departure,2026-09-14T14:20:03+08:00
CX 3294_2026-09-16,CX 3294,CPA,2026-09-16,13:30,"ANC,JFK",,,departure,2026-09-14T14:20:03+08:00
EK 9781_2026-09-16,EK 9781,UAE,2026-09-16,13:35,DWC,,,departure,2026-09-14T14:20:03+08:00
KJ 970_2026-09-16,KJ 970,AIH,2026-09-16,14:00,ICN,,,departure,2026-09-14T14:20:03+08:00
RH 9487_2026-09-16,RH 9487,HKC,2026-09-16,14:00,"ALA,IST",,,departure,2026-09-14T14:20:03+08:00
K4 557_2026-09-16,K4 557,CKS,2026-09-16,14:15,"NRT,ORD",,,departure,2026-09-14T14:20:03+08:00
WW 862_2026-09-16,WW 862,KXP,2026-09-16,14:45,KUL,,,departure,2026-09-14T14:20:03+08:00
QR 8465_2026-09-16,QR 8465,QTR,2026-09-16,14:50,DOH,,,departure,2026-09-14T14:20:03+08:00
SR 815_2026-09-16,SR 815,XKY,2026-09-16,15:15,CRK,,,departure,2026-09-14T14:20:03+08:00
KZ 206_2026-09-16,KZ 206,NCA,2026-09-16,15:30,NRT,,,departure,2026-09-14T14:20:03+08:00
EK 9239_2026-09-16,EK 9239,UAE,2026-09-16,15:35,DWC,,,departure,2026-09-14T14:20:03+08:00
5X 001_2026-09-16,5X 001,UPS,2026-09-16,15:40,"CGN,PHL",,,departure,2026-09-14T14:20:03+08:00
EY 9726_2026-09-16,EY 9726,ETD,2026-09-16,15:50,AUH,,,departure,2026-09-14T14:20:03+08:00
5X 166_2026-09-16,5X 166,UPS,2026-09-16,16:00,"SIN,SDF",,,departure,2026-09-14T14:20:03+08:00
5X 061_2026-09-16,5X 061,UPS,2026-09-16,16:05,"TPE,ANC,SDF",,,departure,2026-09-14T14:20:03+08:00
P9 881_2026-09-16,P9 881,MGE,2026-09-16,16:10,GUM,,,departure,2026-09-14T14:20:03+08:00
ET 3629_2026-09-16,ET 3629,ETH,2026-09-16,16:15,ADD,,,departure,2026-09-14T14:20:03+08:00
CX 3037_2026-09-16,CX 3037,CPA,2026-09-16,16:15,HAN,,,departure,2026-09-14T14:20:03+08:00
K4 270_2026-09-16,K4 270,CKS,2026-09-16,16:30,"GYD,LGG",,,departure,2026-09-14T14:20:03+08:00
3S 519_2026-09-16,3S 519,BOX,2026-09-16,17:00,LEJ,,,departure,2026-09-14T14:20:03+08:00
CX 041_2026-09-16,CX 041,CPA,2026-09-16,17:05,DEL,,,departure,2026-09-14T14:20:03+08:00
RH 9375_2026-09-16,RH 9375,HKC,2026-09-16,17:10,MAA,,,departure,2026-09-14T14:20:03+08:00
7L 923_2026-09-16,7L 923,AZG,2026-09-16,17:20,GYD,,,departure,2026-09-14T14:20:03+08:00
EK 9833_2026-09-16,EK 9833,UAE,2026-09-16,17:20,DWC,,,departure,2026-09-14T14:20:03+08:00
KE 8314_2026-09-16,KE 8314,KAL,2026-09-16,17:30,ICN,,,departure,2026-09-14T14:20:03+08:00
